Name,Phone,Address,Facebook,State
Victoria’s Antiques & More,706-745-3676,3196 Highway 515 E Blairsville GA 30512,http://www.facebook.com/VictoriasAntiqueMall/,Georgia
Cotton Mill Exchange,770-992-9294,225 Reformation Pkwy Ste 100 Canton GA 30114,http://www.facebook.com/CottonMillExchange/,Georgia
Cherry Picked Vintage/SunFlower Nutrition,678-863-9156,1919 Atlanta Hwy Se  Suite 101 Statham GA 30666,http://Facebook.com/Cherry-Picked-100326561576827,Georgia
Gateway Antique Mall,706-867-8816,75 E Main St Dahlonega GA 30533,http://facebook.com/gatewayantiquesdahlonega/,Georgia
Queen of Hearts Antiques - Marietta,678-453-0600,2745 Sandy Plains Rd Marietta GA 30066,http://www.facebook.com/pages/Queen-of-Hearts-Antiques/133443113484007,Georgia
English's Antiques & More,470-592-2008,222 Main St Barnesville GA 30204,http://facebook.com/profile.php?id=100085922766374,Georgia
Angevine's Fine Silver - Augusta,706-736-2004,455 Highland Ave  Surrey Center Upper Level Augusta GA 30909,unavailable,Georgia
Rabun Manor,706-746-2060,205 Carolina St Dillard GA 30537,http://facebook.com/RM1846,Georgia
Yesterday’s Treasures Antique Mall,706-746-3363,6772 HWY 441 N Dillard GA 30537,http://Facebook.com/ytamdillard,Georgia
Appalachian Trader,706-746-3363,6772 Hwy 441N Dillard GA 30537,http://www.facebook.com/Appalachian-Trader-697934550235510/,Georgia
Stephens Station,706-846-9892,116 W Main St Manchester GA 31816,https://www.facebook.com/profile.php?id=100063559510572,Georgia
425 Market Place,770-992-5400,425 Market Pl Roswell GA 30075,http://www.facebook.com/pages/425-Market-Place-Antiques/111251708935778,Georgia
LeMont Vintage Home,770-820-1770,2 Railroad Avenue Mansfield GA 30055,http://www.facebook.com/LeMont-Vintage-Home-100367428407851,Georgia
Five Forks Antiques,770-717-7236,4100 Five Forks Trickum Rd SW  J Lilburn GA 30047,http://www.facebook.com/fiveforksantiques/,Georgia
Treasures Lost & Found,770-683-4920,2981 Sharpsburg McCollum Road Newnan GA 30265,http://www.facebook.com/TreasuresLostandFoundLLC,Georgia
Aint Got Nuttin Shop - Ken Duffey, Artist ,478-972-9592,446 McCrakin St Juliette GA 31046,http://facebook.com/Ken-Duffey-Artist-Nanticoke-Original-Oil-Paintings-and-More-162817550426124/,Georgia
Maridean's Marketplace,229-623-4123,110 East Main St Parrott GA 39877,http://facebook.com/pages/Marideans-Marketplace/128496000536831,Georgia
Resurrect Antiques,706-681-7613,18149 Main Street Woodbury GA 30293,http://facebook.com/resurrectantiques/,Georgia
Braxton's Antique Mall & Auctions,770-466-0717,307 Main St Loganville GA 30052,unavailable,Georgia
Southern Drawl GA,706-441-0244,101 West Main Street Manchester GA 31816,http://facebook.com/southerndrawlga,Georgia
Big Shanty Antiques - Marietta,770-790-8682,2932 Canton Rd  110 Marietta GA 30066,http://www.facebook.com/pages/Big-Shanty-Antiques/117411564947539/,Georgia
G & M Antiques and Thrift,229-594-5523,2100 N Slappey Blvd Albany GA 31701,http://www.facebook.com/profile.php?id=100064044430252,Georgia
Blue and Gray Museum,229-426-5033,116 N Johnston St Fitzgerald GA 31750,http://www.facebook.com/BlueandGrayMuseum/,Georgia
Hawkinsville Antique Mall,478-783-3607,76 N Lumpkin St Hawkinsville GA 31036,http://www.facebook.com/HawkinsvillAntiqueMall,Georgia
The Plunder Box ,912-988-3530,212 Butler Ave Midway GA 31320,http://www.facebook.com/midwayplunderbox/,Georgia
DeJa-Vous Antiques & Collectibles LLC,770-944-3033,2785 Jefferson St Austell GA 30168,http://facebook.com/pagesDeJa-Vous-Antiques-Collectibles170940939635289,Georgia
Manchester, GA Development Authority,706-846-5341,PO Box 583 Manchester GA 31816,unavailable,Georgia
Manchester, GA Development Authority,706-846-5341,PO Box 583 Manchester GA 31816,unavailable,Georgia
Charlie's Funky Junk Shop,912-536-7814,33 W Main St Statesboro GA 30458,http://facebook.com/charliesfunkyjunk,Georgia
Farmhouse Antique Mall,229-559-0199,1236 Lakes Blvd Lake Park GA 31636,http://facebook.com/Farmhouseantiquemall,Georgia
Dixie Pickers Antiques,770-385-5834,3400 Highway 212 Covington GA 30016,http://facebook.com/Dixie-Pickers-Antiques-102301358174891,Georgia
Big Peach Antiques Mall,478-956-1968,119 Peachtree Pkwy Byron GA 31008,http://www.facebook.com/bigpeachantiques,Georgia
Sandy Springs Antiques & Interiors,404-662-8934,5711 Roswell Road Atlanta GA 30328,unavailable,Georgia
Chamblee Antiques and Interiors,770-986-7460,3550 Broad St Ste A Chamblee GA 30341,http://www.facebook.com/pages/category/Antique-Store/Chamblee-Antiques-and-Interiors-1795888403986612/,Georgia
Taylor &  Main Antiques ,678-359-1500,230 East Main Street Barnesville GA 30204,http://facebook.com/taylorandmainantiques,Georgia
Cobb Antique Mall,770-590-8989,2800 Canton Rd Marietta GA 30066,http://www.facebook.com/cobbantiques,Georgia
Ben's Antiques & Market ,770-949-1887,9365 The Landing Drive Suite C Douglasville GA 30135,http://www.facebook.com/BensAntiquesMarket,Georgia
Planters Walk Antique Mall,678-432-5250,751 Jackson St Locust Grove GA 30248,http://www.facebook.com/pages/Planters-Walk-Antique-Mall/266193830072789,Georgia
The Checker Berry Shoppe,770-258-7524,129 W College St # 131 Bowdon GA 30108,http://Facebook.com/The-Checker-Berry-Shoppe-195080057187743,Georgia
Pa's Front Porch,706-746-2040,1213 Franklin St Dillard GA 30537,http://www.facebook.com/pasfrontporch,Georgia
Antiques on the Square,706-381-5037,22 Broad Street Cave Spring GA 30124,http://www.facebook.com/antiqueonthesquare/,Georgia
Ingleside Village Antique Centre,478-743-7110,2340 Ingleside Avenue Macon  GA 31204,unavailable,Georgia
Payne Mill Antiques,478-741-3821,342 Rose Ave Macon GA 31204,http://www.facebook.com/PayneMillAntiques,Georgia
Recycle Revolution,917-531-4255,120 West Main Street Manchester GA 31816,unavailable,Georgia
Little River Antiques and More,478-776-6121,2955 N Columbia St Milledgeville GA 31061,http://Facebook.com/littleriverantiquesandmore,Georgia
Coastal Relics,912-580-8850,4402 Hwy 17 N Brunswick GA 31525,http://www.facebook.com/coastalrelics4402,Georgia
Old School House Antiques & More,706-867-8604,6519 Highway 52 E Murrayville GA 30564,http://facebook.com/OldSchoolHouseMall,Georgia
Grand Theatre ,229-426-5033,119 S Main St Fitzgerald GA 31750,unavailable,Georgia
Elizabeth and Company,706-754-2787,1419 Washington St Clarkesville GA 30523,http://Facebook.com/elizabethandcompanyresaletreasures,Georgia
The Veranda On Broad,706-655-4050,61 Broad Street Warm Springs GA 31830,http://www.facebook.com/verandaonbroad/,Georgia
Sid's Antiques and Gifts,229-985-8300,112-114 1st St SE Moultrie GA 31768,http://facebook.com/Sids-Antiques-and-Gifts-132089023498979/timeline/,Georgia
Dublin International Market,478-272-0824,708 E Jackson St Dublin GA 31021,http://facebook.com/antiquedublin,Georgia
Antiques & Stuff,678-625-8500,2177 Elm St Ne Covington GA 30014,http://facebook.com/profile.php?id=100063723121648,Georgia
Mountain Laurel Antique Mall & Furniture Consignment Warehouse,706-865-0575,233 Friendship Church Rd Cleveland GA 30528,http://facebook.com/MLADLR,Georgia
Junk Happens Tool Shed,678-726-3071,339 Atlanta Hwy Se  300 Winder GA 30680,http://www.facebook.com/groups/230377389025742,Georgia
Sweet Tea’s Antique and Vintage Reclaimed Junk Boutique,706-333-6249,1737 Whitesville Rd Lagrange GA 30240,http://facebook.com/sweetteasantiques/,Georgia
Joey's Thrift Mall,706-324-2772,1100 10th Ave Columbus GA 31901,unavailable,Georgia
Queen of Hearts Antiques - Alpharetta,678-297-7571,670 N Main Alpharetta GA 30009,http://www.facebook.com/QueenofHeartsAntiques,Georgia
Murphy’s of Manchester Vintage Fluff & Stuff,770-301-2838,14 E. Main Street Manchester GA 31816,http://facebook.com/Murphy’s of Manchester,Georgia
Park West Vintage,770-428-2667,17 Whitlock Ave SW Marietta GA 30064,http://www.facebook.com/parkwestvintage/,Georgia
Junk In The Trunk,706-548-3036,590 Olympic Dr Athens GA 30601,http://www.facebook.com/JunkintheTrunkAthens,Georgia
Angry Mama's Antiques & Interiors,470-907-1617,131B Merchants Sq Cumming GA 30040,http://www.facebook.com/profile.php?id=100085305307448,Georgia
Apple Barrel Antiques & Gifts II,770-537-1925,1005 Alabama Avenue Bremen GA 30110,http://www.facebook.com/Apple-Barrel-1592971877589601/timeline/,Georgia
Carey Antiques,229-386-8914,512 Tift Ave S Tifton GA 31794,http://www.facebook.com/careyantiques,Georgia
Trends & Traditions Antique Mall,706-731-0888,2825 Washington Rd Ste D Augusta GA 30909,http://trendsantiques,Georgia
Southgate Crossing,573-221-1999,27751 County Road 26 Elkhart IN 46517,http://facebook.com/southgatecrossing,Indiana
The Antique Market of Michigan City, Inc,219-879-4084,3707 N Frontage Rd I-94 Exit 34B Michigan City IN 46360,http://www.facebook.com/theantiquemarketmc,Indiana
Antique Cellar,317-698-5866,108 E Madison St Kirklin IN 46050,http://facebook.com/Antique-Cellar-296654497623545,Indiana
White Lion Antiques & Collectibles,765-279-5777,113 S Main St Kirklin IN 46050,http://www.facebook.com/pages/White-Lion-Antiques-Collectibles/477358145633048,Indiana
Antique Emporium of New Harmony,812-682-3407,P.O. BOX 186 New Harmony IN 47631,http://facebook.com/antiqueemporiumofnewharmony,Indiana
Copper Top Customs,317-417-7922,4885 Iowa Street Clayton IN 46118,http://www.facebook.com/profile.php?id=100070159837713,Indiana
Vintage Treasures Antique Mall ,260-482-9455,625 W Coliseum Blvd Fort Wayne IN 46808,http://www.facebook.com/vintagetreasuresantiquemall/,Indiana
Wheel & Spoke Antique Mall,260-766-4030,500 S Meridian St Portland IN 47371,http://www.facebook.com/wheelandspokeantiquemall/,Indiana
Rod's Rustics,260-557-8451,104 S Jefferson St Ossian IN 46777,http://facebook.com/RodsRustics,Indiana
Redkey Junktion,260-729-7040,123 W High Street Redkey IN 47373,http://facebook.com/Redkeyjunktion,Indiana
Words & Images/The Train Place,765-647-1212,19050 Main Street Metamora IN 47030,http://www.facebook.com/WordsandImages.TheTrainPlace,Indiana
Jakes Antiques,765-664-9765,1440 W Winona Ave Marion IN 46952,http://facebook.com/jakesantiques/,Indiana
Council Oak Antiques,574-247-6983,50981 Indiana State Route 933 South Bend IN 46637,http://Facebook.com/CouncilOakAntiques,Indiana
Home In The Country Antiques,317-270-7236,275 E 600 S Trafalgar IN 46181,http://Facebook.com/homeinthecountryantiques,Indiana
Yvonne Maries Antique Mall,260-724-2001,152 S 2nd St Decatur IN 46733,http://facebook.com/Yvonne-Maries-Antique-Mall-109622412392934,Indiana
Antiques on Main Crown Point,219-663-1528,142 N Main St Crown Point IN 46307,http://facebook.com/aomcrownpoint,Indiana
General Store,260-251-7074,115 South Union Street Pennville IN 47369,http://facebook.com/thegeneralstoreprimitives,Indiana
Corner Store Vintage - Mid-Century and Beyond West ,765-578-0142,100 S Meridian Street Redkey IN 47373,http://facebook.com/profile.php?id=100063607526965,Indiana
Martin's Market,812-849-3200,870 Parks Addition Rd Mitchell IN 47446,http://facebook.com/martinsmarketmitchell,Indiana
Relics Antiques,765-563-0083,200 E 3rd St Brookston IN 47923,http://facebook.com/RelicsAntiquesIN/,Indiana
Missy's and Sissy's Treasures,not available,569 N 13th St Terre Haute IN 47807,http://facebook.com/missysandsissystreasures,Indiana
A Wild Hare Antique Mall,260-665-9920,401 W Maumee St Angola IN 46703,http://facebook.com/profile.php?id=100057050006338,Indiana
Corner Store Vintage -- Mid-Century and Beyond,765-578-0142,101 S Meridian Street Redkey IN 47373,http://facebook.com/profile.php?id=100063607526965,Indiana
Craft Crossing and Antiques,574-223-4099,715 E 9th St Rochester IN 46975,http://www.facebook.com/shopcraftcrossing/,Indiana
My Red Moon Shops - Pierceton,574-529-2102,306 N First St Pierceton IN 46562,http://facebook.com/MyRedMoonPierceton,Indiana
Finders Keepers,812-936-0550,8355 W State Road 56 West Baden Springs IN 47469,http://www.facebook.com/profile.php?id=183638188345983,Indiana
Markle Exit 286 Antique Mall,260-758-2038,250 E South St Markle IN 46770,http://www.facebook.com/pages/Markle-Exit-86-Antique-Mall/96737953581/,Indiana
Gilley's Antiques & Decorator Mall,317-839-8779,5789 E Us Highway 40 Plainfield IN 46168,http://facebook.com/GilleysAntiqueMall,Indiana
America's Antique Mall - Highland,219-237-2386,8311 Indianapolis Blvd Highland  IN 46322,http://Facebook.com/Americasantiquemallhighland,Indiana
Building 125 Antiques,765-478-5000,125 W Main St Cambridge City IN 47327,http://www.facebook.com/Building125,Indiana
Klassy Klutter/ Nana's Workshop & Creations,765-532-8223,2137 S 4th St  Valley Plaza LAFAYETTE IN 47905,http://facebook.com/profile.php?id=100084165081028,Indiana
Blue Willow House,812-432-3330,9960 Front St Dillsboro IN 47018,http://facebook.com/homedecor.events,Indiana
Yellow Moon Antique Mall,317-831-8599,10 W Main St Mooresville IN 46158,http://Facebook.com/Yellow-Moon-Antique-Moon-541920685866497,Indiana
Goshen Antique Mall,574-534-6141,107 S Main St Goshen IN 46526,http://www.facebook.com/pages/Goshen-Antique-Mall/197659853607693/,Indiana
Brown's Antiques & Lampshades,317-908-1396,315 N Fifth St Zionsville IN 46077,http://facebook.com/brownsantiquesandlamps,Indiana
Key Palace Theater/Key Diner,765-369-4069,123 S Meridian St Redkey IN 47373,http://facebook.com/keypalace,Indiana
Waterloo Antique Mall,260-837-3434,160 W Van Vleek St Waterloo IN 46793,http://www.facebook.com/Antiqueson5thLLC/,Indiana
Oak Leaf Fine Antiques,941-662-9055,104 S Meridian St Redkey IN 47373,unavailable,Indiana
Red Plow Antiques & Collectibles,765-748-0845,4331 S 1000 W Redkey IN 47373,http://facebook.com/profile.php?id=100076011190822,Indiana
Dutch Lady Antiques,574-354-0471,401 E Market St Nappanee IN 46550,http://facebook.com/DutchLadyAntiques,Indiana
RomWeber Marketplace,513-519-9936,7 S Eastern Avenue Batesville IN 47006,http://www.facebook.com/RomweberMarketplace,Indiana
Elizabeth's Keepsakes Antiques ,765-938-3071,237 N Main St Rushville IN 46173,http://www.facebook.com/ElizabethsKeepsakes,Indiana
Riverside Antique Mall,812-469-2255,1205 E Riverside Dr Evansville IN 47714,http://www.facebook.com/pages/Riverside-Antique-Mall/360319270739855,Indiana
One of a Kind and More,260-399-5672,1542 Sherman Blvd Fort Wayne IN 46808,http://Facebook.com/oneofakindandmore,Indiana
Born In A Barn,574-772-3802,302 N Heaton St (US HWY 35) Knox IN 46534,http://www.facebook.com/pages/category/Antique-Store/Born-in-a-Barn-120234518030555/,Indiana
Redkey Blacksmiths/Valhalla Axe,765-209-1856,128 W High St Redkey IN 47373,http://facebook.com/redkeyblacksmithsllc,Indiana
Mercantile 37,765-734-1683,25625 State Road 37 N Noblesville IN 46060,unavailable,Indiana
Ferdinand Antique Emporium,812-367-1331,202 E 23rd St  Ste A Ferdinand IN 47532,http://facebook.com/FerdinandAntiqueEmporium,Indiana
Serendipity Mercantile,812-767-6897,211 N State St North Vernon IN 47265,http://Www.Facebook.com/Serendipitymercantile.nv,Indiana
Off The Hinge Antiques,812-605-8632,201 N Walnut St Brazil IN 47834,http://Facebook.com/offthehingeantiques,Indiana
Antique Emporium of Carmel,317-844-8351,170 W Carmel Dr Carmel IN 46032,http://www.facebook.com/pages/Antique-Emporium-of-Carmel/134156659969888,Indiana
Shady Lane Antique Mall,812-299-1625,9247 US Hwy 41 S Terre Haute IN 47802,http://www.facebook.com/pages/Shady-Lane-Antique-Mall/246657595498054,Indiana
Centerville Antique Mall,765-855-5551,200 W Union St Centerville IN 47330,http://www.facebook.com/Centerville-Antique-Mall-101309188038793/,Indiana
Countryside Antique Mall,765-436-7200,4889 N Us Highway 52 Thorntown IN 46071,http://Facebook.com/countrysideantiquemall,Indiana
Sweet T's Creations,765-215-1308,2 W High Redkey IN 47373,http://facebook.com/profile.php?id=100067407262343,Indiana
Mama's Pink House Antiques,317-512-6878,408 S Harrison St Shelbyville IN 46176,http://facebook.com/PinkHouseAntiques,Indiana
Sale Barn Marketplace,785-540-4248,1733 Highway 183 Phillipsburg KS 67661,http://www.facebook.com/salebarnmarketplace/,Kansas
Boot Hill Antiques,620-255-4263,509 N 2nd Ave Dodge City KS 67801,http://www.facebook.com/bhantiques/,Kansas
Mill Creek Antiques,785-636-5520,109 Newbury Ave Paxico KS 66526,http://Facebook.com/woodstoveking,Kansas
Layman's Antique Mall & Flea Market ,316-282-1212,703 N Main St Newton KS 67114,http://www.facebook.com/LaymansAntiqueMrket/,Kansas
Americana Antique Mall,913-682-2477,719 Delaware St Leavenworth KS 66048,http://facebook.com/Americana-Preowned-Furniture-Home-Decor-Antique-Mall-271166239976026,Kansas
Southwind Antique Mall, LLC,785-460-6483,2260 Southwind Ave Colby KS 67701,http://www.facebook.com/colby.antiquemall,Kansas
Junk In The Trunk Antique Mall,785-833-2444,2259 S. 9th Salina KS 67401,http://facebook.com/JunkInTheTrunkLLC,Kansas
Tallgrass Antiques,620-794-1750,314 Broadway Cottonwood Falls KS 66845,http://www.facebook.com/tallgrassantiqueskansas/,Kansas
Virginia Jarvis Antiques,620-221-1732,701 Main Street Winfield KS 67156,http://www.facebook.com/Virginia-Jarvis-Antiques-425837111135572/,Kansas
Antique Emporium of Alma,785-765-3332,322 Missouri Ave Alma KS 66401,http://www.facebook.com/Antique-Emporium-of-Alma-157454241863/,Kansas
The Rusty Nail,620-313-0363,4231 US Hwy 75 Neodesha KS 66757,http://www.facebook.com/TheRustyNailKS/,Kansas
Teeks Antiques and Collectibles,620-217-0303,204 W 5th St  A Newton KS 67114,unavailable,Kansas
Shabby to Chic,620-251-4968,1613 W 8th St Coffeyville KS 67337,http://www.facebook.com/shopcoffeyvilleks,Kansas
The Emporium,620-402-5019,718 Main St Winfield KS 67156,http://www.facebook.com/TheEmporium.Winfield,Kansas
Rock House Antiques 1880,785-456-5230,321 Main Street Westmoreland KS 66549,http://www.facebook.com/Rock-House-Antiques-1880-1675164142713534/,Kansas
Brickhouse Antiques and Unique Gifts,785-266-6000,3711 SW Burlingame Rd Topeka KS 66609,http://Facebook.com/Brickhouse-Antiques-and-Unique-Gifts-156448307737237,Kansas
Treasure Hunt Flea Market,620-223-3522,6 S Main St Ft Scott KS 66701,http://www.facebook.com/TreasureHuntFleaMarket/,Kansas
Landrush Antique Mall LLC,620-307-6009,211 S Summit St Arkansas City KS 67005,http://www.facebook.com/Landrush-Antique-Mall-LLC-110447964921080/,Kansas
Two Vintage Sisters,316-452-5775,1104 S Denver St El Dorado KS 67042,http://www.facebook.com/Two-Vintage-Sisters-1510633392526563/,Kansas
Curious Chameleon,785-706-1434,8330 E Hwy 24 Manhattan KS 66502,http://www.facebook.com/alwayschangingstuff/,Kansas
Northglen Antiques,785-623-0908,2010 Vine St Hays KS 67601,http://www.facebook.com/ThreeScotties/,Kansas
Forest Avenue Antiques,620-793-7660,2025 Forest Avenue Great Bend KS 67530,http://www.facebook.com/ForestAvenueAntiques/,Kansas
D & G Sundries,620-218-8301,708 W Main Street Oxford KS 67119,http://www.facebook.com/dgsundries/,Kansas
Leavenworth Antique Mall,913-758-0193,505 Delaware St Leavenworth KS 66048,http://Facebook.com/Leavenworth-Antique-Mall-160157607366880,Kansas
Decades Garage,785-329-5852,837 N Kansas Ave Topeka KS 66608,http://www.facebook.com/decadesgarage,Kansas
Generations Antiques & Artisans,316-260-9589,767 N. West St. Wichita KS 67203,http://facebook.com/generationsofwichita,Kansas
Junk in the Trunk Emporium Antiques,316-613-8788,4535 E 61st Street N Kechi KS 67067,http://www.facebook.com/junkinthetrunkemporium/,Kansas
The Homestead Antiques and Old Time Market,502-465-0003,8154 Main St Campbellsburg KY 40011,http://www.facebook.com/pages/The-Homestead/678985898876366,Kentucky
Preservation Station Market and Restaurant,270-616-7007,9661 Highway 56 Owensboro KY 42301,http://www.facebook.com/preservationstationmarketandeventcenter,Kentucky
Louisville Antique Market,502-217-0085,845 E Jefferson St Louisville KY 40206,http://www.facebook.com/antiquemarketlouisville/,Kentucky
Junkin Gypsy,270-401-9910,123 Water St Horse Cave KY 42749,http://www.facebook.com/junkingypsyboutique/,Kentucky
Todd's Antique Mall,859-986-9087,Hwy 21 W (Exit 76 Off I-75 1 mile) Berea KY 40403,http://www.facebook.com/pages/Todds-Antique-Mall/111848788870016,Kentucky
Coach Light Antiques, Art & Auctions,859-305-6006,100 Courchelle Dr Nicholasville KY 40356,http://www.facebook.com/pages/category/Antique-Store/Coach-Light-Antiques-Nicholasville-111716780417401/,Kentucky
Bright's Antique World,270-598-9901,281 Steele Rd I-65 Exit 2 Franklin KY 42134,http://www.facebook.com/call2705989901/,Kentucky
Vice's Corner Market,606-247-2006,13506 Moorefield Rd Carlisle KY 40311,http://www.facebook.com/Vices-Corner-Market-139126946608507/,Kentucky
Owensboro Antiques & More,270-684-3003,2119 Frederica St Owensboro KY 42301,http://facebook.com/peopleOwensboro-Antique-Mall100057184040935,Kentucky
Green Top Antiques & Collectibles Mall,270-369-7943,433 E Main St Glendale KY 42740,http://www.facebook.com/GreenTop-Antiques-Collectibles-Mall-451829345270161/,Kentucky
Derby City Market,502-724-1817,978 Barret Ave Louisville KY 40204,http://www.facebook.com/derbycitymarket,Kentucky
Alley Stuff Antiques & Eccentricities ,606-215-6363,109 S Main Street Corbin KY 40701,http://Facebook.com/alley.stuffantiques,Kentucky
CADIZ Antique Mall & The Pigs Tail Ice Cream Shop,270-522-7880,34 Main St Cadiz KY 42211,http://www.facebook.com/cadizantiquemall/,Kentucky
Janice Mason Art Museum,270-522-9056,71 Main Street Cadiz KY 42211,http://www.facebook.com/JaniceMasonArtMuseum/,Kentucky
Four Seasons Antiques & Collectibles,270-773-3687,115 Broadway St Cave City KY 42127,unavailable,Kentucky
The Roosters Crow, LLC,270-773-8929,1002 S Dixie Hwy Cave City KY 42127,http://www.facebook.com/theroosterscrow.cc,Kentucky
Paul's Antiques & Collectibles,270-773-5129,113 Broadway St Cave City KY 42127,http://www.facebook.com/Pauls-Antiques-Collectibles-273014936046009/,Kentucky
Twin Lakes Antique Mall,270-362-2218,6953 US Highway 641 Ext N Gilbertsville KY 42044,http://www.facebook.com/pages/Twin-Lakes-Antique-Mall/199894069916,Kentucky
The Red Scooter,502-477-6608,32 E Main St Taylorsville KY 40071,http://m.facebook.com/theredscooterky/,Kentucky
Sturgis Antique Mall,270-333-9315,515 N Main St Sturgis KY 42459,http://www.facebook.com/sturgisantiquemall,Kentucky
Vette City Antique Mall,270-393-9500,778 Interstate Dr Bowling Green KY 42101,http://facebook.com/Vettecityantiques,Kentucky
Ann's Antique Store,606-207-5155,59 Cherry Ln Salt Lick KY 40371,http://www.facebook.com/annsantiques,Kentucky
Architectural Salvage,502-589-0670,618 E Broadway Louisville KY 40202,http://www.facebook.com/pages/Architectural-Salvage/1452966318272751,Kentucky
Main Street Antiques & Collectables LLC,270-451-5287,131 N Main St Smiths Grove KY 42171,http://www.facebook.com/mainstreetantiquesandcollectables/,Kentucky
Wayne's Place,270-625-1701,2216 Hwy 62W Princeton KY 42445,unavailable,Kentucky
Heirlooms & Gretchen's,502-863-2538,136 W Main St Georgetown KY 40324,http://www.facebook.com/heirloomsandgretchens,Kentucky
GeeGa's Home Decor,270-361-8291,110 E Main St Horse Cave KY 42749,http://www.facebook.com/geegashomedecor/,Kentucky
Consignment World & Antiques,270-522-9010,344B Main St Cadiz KY 42211,http://facebook.com/pages/Consignment-World-Antiques/994618340557683,Kentucky
Sparrow's Antiques - Shepherdsville,502-921-0058,I-65 Exit 116 220 Sparrow Dr Shepherdsville KY 40165,unavailable,Kentucky
Art & Antiques Gallery,270-651-9789,207 W Main St Glasgow KY 42141,http://www.facebook.com/artandantiquesgallery,Kentucky
A Walk Through Time,270-361-1233,103 Water St Horse Cave KY 42749,http://www.facebook.com/Awalkthroughtime/,Kentucky
The Side Track Shops and Antique Mall,270-369-8766,212 E Main St Glendale KY 42740,http://www.facebook.com/sidetrackshops/,Kentucky
Meadowthorpe Antique Mall,859-255-2607,1463 Leestown Rd Lexington KY 40511,http://www.facebook.com/pages/Meadowthorpe-Antique-Mall/1523356577885521,Kentucky
The Felix Antique Shoppe,731-676-1533,210 Main St Hazel KY 42049,http://www.facebook.com/thefelixantiqueshoppe/,Kentucky
Loch Lea Antiques,859-987-7070,624 Main St Paris KY 40361,http://www.facebook.com/LochLeaAntiques,Kentucky
The Shabby Chick Marketplace,270-629-2276,1425 Burkesville Rd Glasgow KY 42141,http://www.facebook.com/theshabbychickmarketplace/,Kentucky
Dreamlight Gallery,502-314-1117,1201 S 3rd St Louisville KY 40203,http://www.facebook.com/jcdreamlight/,Kentucky
Mellwood Antiques,502-895-1306,1860 Mellwood Ave Louisville KY 40206,http://facebook.com/mellwoodantiques,Kentucky
Paducah Antique Mall,270-442-0035,407 Broadway St Paducah KY 42001,http://www.facebook.com/paducahantiquemall,Kentucky
The Purple Pig Antiques and Artisans,270-206-9101,60 Main St Cadiz KY 42211,http://www.facebook.com/CadizPurplePig/,Kentucky
Cherokee Antiques,270-522-5915,36 Main St Cadiz KY 42211,http://www.facebook.com/CherokeeAntiquesCadizKy/,Kentucky
Lost and Forgotten Treasures,270-773-7400,601 S Dixie Hwy Cave City KY 42127,http://www.facebook.com/Lost-and-Forgotten-Treasures-1461842340702064,Kentucky
Cave Run Antiques,606-356-6070,1370 Flemingsburg Rd Morehead KY 40351,http://www.facebook.com/Cave-Run-Antiques-353429611751748/,Kentucky
Timeless Design, Inc.,859-377-5021,627 Main St Paris KY 40361,http://www.facebook.com/TimelessDesign718/,Kentucky
Nettie Jarvis Antiques,502-252-9555,111-113 Taylorsville Rd Bloomfield KY 40008,http://www.facebook.com/nettiejarvisantiques,Kentucky
Nuttin' Fancy Antique Shop,270-773-5417,306 Duke St Cave City KY 42127,unavailable,Kentucky
Trends N Treasures,270-761-6255,1306 S 12th St Murray KY 42071,http://www.facebook.com/Trends-N-Treasures-337753299591091/,Kentucky
Reclaimed on Main,502-633-0001,514 Main Street Shelbyville KY 40065,http://facebook.com/reclaimedonmain/,Kentucky
Caveland Antique Mall,270-786-3200,114 E Main St Horse Cave KY 42749,unavailable,Kentucky
Perkins Family Antiques,270-786-4574,6947 S Jackson Hwy Horse Cave KY 42749,http://www.facebook.com/PerkinsFamilyAntiques/,Kentucky
South Louisville Antique & Toy Mall,502-955-5303,4150-8 East Blue Lick Rd Louisville KY 40229,http://www.facebook.com/South-Louisville-Antique-Toy-Mall-140748695989564/,Kentucky
Ruby D's Antiques & Collectibles,337-238-3892,4799 Main Street Anacoco LA 71403,http://facebook.com/rubydsantiquesandcollectables,Louisiana
V. Watts Trade Mart,225-686-2791,13060 Florida Blvd Hwy 190 Livingston LA 70754,http://www.facebook.com/VWattsTradeMart/,Louisiana
2 Junkin Sisters,985-403-3984,11236 Highway 16 Amite LA 70422,http://facebook.com/profile.php?id=100085195333102,Louisiana
Covington Antiques & Uniques Festival,985-892-1873,419 N. New Hampshire Street Covington LA 70433,http://facebook.com/CovgintonHeritageFoundation,Louisiana
Ole Fashion Things,337-234-4800,402 SW Evangeline Trwy Lafayette LA 70501,http://facebook.com/Facebook.com/olefashionthings,Louisiana
The Rusty Bucket Premier Chalk Paint Retailer,318-437-8010,400 Carter St Vidalia LA 71373,http://facebook.com/profile.php?id=100064095610891,Louisiana
Depot Marketplace ,318-355-5963,209 Depot St Delhi LA 71232,http://facebook.com/depotmarketplacedelhi,Louisiana
Jackson Vintage Village,225-634-1049,2084 Hwy 10 Jackson LA 70748,http://facebook.com/pickersandpeddlers,Louisiana
Treasure City Market,337-460-6004,121 South Washington Street DeRidder LA 70634,http://facebook.com/pages/Treasure-City-Market-LLC/113541908679222,Louisiana
